Selection;View;Channel;Duet;Agg.Entropy..bits.;Avg.Entropy..bits.;Peak.Freq..Hz.;Delta.Freq..Hz.;Delta.Time..s.;Max.Entropy..bits.;Min.Entropy..bits.;PFC.Avg.Slope..Hz.ms.;PFC.Max.Freq..Hz.;PFC.Max.Slope..Hz.ms.;PFC.Min.Freq..Hz.;PFC.Min.Slope..Hz.ms.;Peak.Time.Relative;Time.25..Rel.;Time.5..Rel.;Time.75..Rel.;Time.95..Rel.;Begin.Time..s.;End.Time..s.;High.Freq..Hz.;Low.Freq..Hz.;Freq.5...Hz.;Freq.95...Hz.;Center.Time..s.;Dur.90...s.;Freq.25...Hz.;Freq.75...Hz.;BW.50...Hz.;BW.90...Hz.;Time.25...s.;Time.95...s.;Dur.50...s.;Sex;Species;Individual;Sex_Species;Begin.File
12;Spectrogram 1;1;1;3.229;3.35;1981.055;2315.2;1.5035;4.481;1.38;0.866;3100.781;356.105;861.328;-252.241;0.6744;0.3837;0.1744;0.7597;0.8915;54.55377722;56.05731518;3142.1;826.9;1378.125;2153.32;55.4318;1.0739;1722.656;1981.055;258.398;775.195;55.13;55.8904;0.5631;1;T_pelzelni;G19_2_T_pelzelni;1_T_pelzelni;T0019.WAV
13;Spectrogram 1;1;0;3.869;3.563;1722.656;2260.2;3.4448;4.431;2.023;0.025;2928.516;356.105;775.195;-370.943;0.0557;0.2061;0.0405;0.6909;0.924;59.20124068;62.64605549;2976.8;716.6;947.461;2325.586;60.6331;3.036;1636.523;1894.922;258.398;1378.125;59.9133;62.3804;1.666;2;T_pelzelni;G19_1_T_pelzelni;2_T_pelzelni;T0019.WAV
14;Spectrogram 1;1;0;4.249;3.669;1636.523;2590.9;3.2355;4.416;2.545;0;3186.914;370.943;775.195;-400.619;0.0395;0.2442;0.0395;0.7864;0.9408;68.56822176;71.80368318;3307.5;716.6;861.328;2497.852;70.3971;2.9141;1550.391;1981.055;430.664;1636.523;69.358;71.6103;1.7531;2;T_pelzelni;G19_1_T_pelzelni;2_T_pelzelni;T0019.WAV
15;Spectrogram 1;1;0;4.183;3.578;1722.656;2149.8;2.7597;4.333;1.9;0;2670.117;326.43;689.062;-326.43;0.2337;0.3095;0.0989;0.7747;0.9326;83.25286191;86.01252018;2756.2;606.4;775.195;2325.586;84.7877;2.2988;1464.258;1981.055;516.797;1550.391;84.1085;85.8267;1.2829;2;T_pelzelni;G19_1_T_pelzelni;2_T_pelzelni;T0019.WAV
1;Spectrogram 1;1;0;3.626;3.049;1722.656;1789.9;2.0288;3.998;1.319;0;2670.117;281.917;1033.594;-267.079;0.4914;0.4109;0.1494;0.7902;0.9339;4.713873141;6.74262867;2744.5;954.6;1205.859;2325.586;5.8688;1.5848;1636.523;1894.922;258.398;1119.727;5.5496;6.6061;0.7663;2;T_doliatus;G20_1_T_doliatus;2_T_doliatus;T0020.WAV
2;Spectrogram 1;1;0;3.125;2.725;1722.656;1750.1;2.0586;3.982;1.265;0.168;2583.984;207.728;1033.594;-222.566;0.5876;0.3362;0.1667;0.6638;0.9096;18.16153762;20.22012778;2744.5;994.4;1464.258;2153.32;19.2029;1.5267;1550.391;1808.789;258.398;689.062;18.8546;20.033;0.6734;2;T_doliatus;G20_1_T_doliatus;2_T_doliatus;T0020.WAV
3;Spectrogram 1;1;1;3.638;2.848;1636.523;1869.4;1.984;4.047;1.3;0.044;2497.852;148.377;947.461;-192.89;0.6588;0.3324;0.1412;0.7882;0.9353;51.11906935;53.10307292;2784.2;914.8;1378.125;2325.586;52.2449;1.5673;1636.523;1894.922;258.398;947.461;51.7805;52.9705;0.8998;2;T_doliatus;G20_1_T_doliatus;2_T_doliatus;T0020.WAV
4;Spectrogram 1;1;1;3.326;2.738;1808.789;1750.1;1.9989;3.999;1.284;0.043;2583.984;163.215;947.461;-192.89;0.4169;0.3265;0.1458;0.6764;0.9242;85.05124293;87.05016382;2625.1;875;1464.258;2239.453;86.0473;1.5499;1636.523;1894.922;258.398;775.195;85.7048;86.8949;0.6966;1;T_doliatus;G20_2_T_doliatus;1_T_doliatus;T0020.WAV
5;Spectrogram 1;1;1;3.25;2.777;1722.656;1710.3;2.1481;3.994;1.34;-0.081;2411.719;207.728;775.195;-237.404;0.2791;0.2846;0.1545;0.6992;0.9295;87.02032918;89.16842327;2466;755.7;1291.992;1981.055;88.0501;1.6602;1636.523;1808.789;172.266;689.062;87.6321;89.0137;0.8882;2;T_doliatus;G20_1_T_doliatus;2_T_doliatus;T0020.WAV
6;Spectrogram 1;1;1;3.358;2.694;1722.656;1710.4;1.7901;3.897;1.241;-0.339;2670.117;252.241;1119.727;-267.079;0.6254;0.2866;0.1531;0.7068;0.9381;89.76511607;91.55519448;2744.5;1034.1;1464.258;2153.32;90.6449;1.399;1636.523;1894.922;258.398;689.062;90.2792;91.4402;0.7488;2;T_doliatus;G20_1_T_doliatus;2_T_doliatus;T0020.WAV
7;Spectrogram 1;1;1;3.348;2.667;1808.789;2068.3;2.0138;4.154;1.271;0;2670.117;281.917;1033.594;-178.053;0.4191;0.4075;0.1618;0.8266;0.948;112.3809227;114.3947609;3022.9;954.6;1464.258;2325.586;113.5514;1.579;1636.523;1894.922;258.398;861.328;113.2031;114.2886;0.8417;1;T_doliatus;G20_2_T_doliatus;1_T_doliatus;T0020.WAV
8;Spectrogram 1;1;0;3.729;2.734;2153.32;1869.4;2.1779;3.991;1.298;-0.438;2411.719;192.89;775.195;-207.728;0.2059;0.2032;0.0321;0.5963;0.8877;113.7682334;115.9461622;2625.1;755.7;1378.125;2325.586;114.4976;1.8576;1636.523;1894.922;258.398;947.461;114.2131;115.6992;0.8533;2;T_doliatus;G20_1_T_doliatus;2_T_doliatus;T0020.WAV
9;Spectrogram 1;1;1;3.324;2.702;1722.656;2147.8;2.0138;4.039;1.249;0;2497.852;148.377;1033.594;-222.566;0.6319;0.313;0.1275;0.7014;0.913;124.0062865;126.0201247;3142.2;994.4;1464.258;2239.453;124.993;1.5732;1636.523;1894.922;258.398;775.195;124.6389;125.8405;0.7779;2;T_doliatus;G20_1_T_doliatus;2_T_doliatus;T0020.WAV
10;Spectrogram 1;1;1;3.298;2.665;1722.656;1829.6;1.9989;4.051;1.277;0.216;2756.25;296.754;1033.594;-296.754;0.564;0.3227;0.1366;0.718;0.9302;149.3205008;151.3194217;2784.2;954.6;1464.258;2239.453;150.4247;1.5848;1636.523;1808.789;172.266;775.195;149.9661;151.1793;0.7895;1;T_doliatus;G20_2_T_doliatus;1_T_doliatus;T0020.WAV
11;Spectrogram 1;1;1;3.203;2.587;1808.789;1829.6;1.8796;3.958;1.268;0;2670.117;252.241;1033.594;-192.89;0.3901;0.2786;0.0526;0.6594;0.9226;151.4387603;153.3183426;2784.2;954.6;1378.125;2067.188;152.3403;1.6312;1636.523;1808.789;172.266;689.062;151.963;153.1704;0.714;2;T_doliatus;G20_1_T_doliatus;2_T_doliatus;T0020.WAV
12;Spectrogram 1;1;1;3.575;2.793;2153.32;1988.8;2.0735;4.122;1.334;0.502;2497.852;178.053;947.461;-163.215;0.9354;0.3315;0.1376;0.8343;0.9607;161.0925421;163.1660496;2903.6;914.8;1464.258;2325.586;162.232;1.7009;1636.523;1981.055;344.531;861.328;161.7792;163.0795;1.0391;1;T_doliatus;G20_2_T_doliatus;1_T_doliatus;T0020.WAV
13;Spectrogram 1;1;1;3.202;2.728;1722.656;1710.4;2.1183;3.947;1.272;0.082;2497.852;207.728;947.461;-222.566;0.4643;0.2802;0.1456;0.6868;0.9176;163.4942306;165.6124901;2585.4;875;1378.125;1981.055;164.5076;1.6312;1550.391;1808.789;258.398;602.93;164.0896;165.4364;0.8591;2;T_doliatus;G20_1_T_doliatus;2_T_doliatus;T0020.WAV
14;Spectrogram 1;1;1;3.369;2.873;1550.391;1392.2;2.9835;3.612;3.097;0.174;2411.719;222.566;1119.727;-192.89;0.3587;0.269;0.0936;0.5595;0.9084;165.8693388;168.8528028;2426.3;1034.1;1291.992;2067.188;167.0966;2.4265;1464.258;1808.789;344.531;775.195;166.6728;168.5769;0.8649;2;T_doliatus;G20_1_T_doliatus;2_T_doliatus;T0020.WAV
15;Spectrogram 1;1;1;3.424;2.743;1722.656;1789.8;2.0138;4.019;1.258;0.43;2497.852;207.728;1033.594;-192.89;0.5838;0.3353;0.1503;0.7861;0.9422;170.1314292;172.1452674;2784.2;994.4;1464.258;2325.586;171.1775;1.5906;1636.523;1894.922;258.398;861.328;170.806;172.025;0.9056;2;T_doliatus;G20_1_T_doliatus;2_T_doliatus;T0020.WAV
16;Spectrogram 1;1;1;3.405;2.819;1894.922;1630.7;2.1481;4.019;1.261;0.363;2497.852;207.728;1033.594;-178.053;0.9079;0.4715;0.2222;0.9133;0.9431;178.6523709;180.800465;2625.1;994.4;1378.125;2067.188;180.361;1.5441;1550.391;1808.789;258.398;689.062;179.6644;180.6745;0.9462;1;T_doliatus;G20_2_T_doliatus;1_T_doliatus;T0020.WAV
17;Spectrogram 1;1;1;3.244;2.624;1636.523;1829.6;2.4017;4.068;1.261;-0.288;2756.25;296.754;1033.594;-296.754;0.6344;0.2494;0.0605;0.6368;0.9201;180.2783588;182.6800473;2784.2;954.6;1378.125;2067.188;181.4697;2.0608;1550.391;1808.789;258.398;689.062;180.8776;182.4856;0.9288;2;T_doliatus;G20_1_T_doliatus;2_T_doliatus;T0020.WAV
18;Spectrogram 1;1;1;3.466;2.701;2239.453;2187.7;1.9094;4.195;1.278;0.045;2842.383;296.754;1119.727;-237.404;0.9085;0.3049;0.1128;0.7927;0.939;183.5601692;185.4695861;3221.8;1034.1;1464.258;2325.586;184.6218;1.5732;1636.523;1894.922;258.398;861.328;184.1458;185.3533;0.9288;2;T_doliatus;G20_2_T_doliatus;2_T_doliatus;T0020.WAV
19;Spectrogram 1;1;1;3.816;3.116;2153.32;2466.1;2.7746;4.38;1.349;0.249;3186.914;356.105;947.461;-385.781;0.9455;0.369;0.1258;0.8365;0.9623;185.5557031;188.3303246;3341.1;875;1291.992;2239.453;187.1064;2.3162;1550.391;2067.188;516.797;947.461;186.5781;188.2209;1.2945;2;T_doliatus;G20_1_T_doliatus;2_T_doliatus;T0020.WAV
20;Spectrogram 1;1;1;3.539;2.884;1550.391;2187.6;2.1928;4.187;1.349;0.039;2670.117;296.754;947.461;-296.754;0.6605;0.3554;0.1406;0.7109;0.9125;191.0575809;193.2504269;3102.4;914.8;1378.125;2239.453;192.1857;1.6893;1550.391;1808.789;258.398;861.328;191.8374;193.0565;0.7779;2;T_doliatus;G20_2_T_doliatus;2_T_doliatus;T0020.WAV
1;Spectrogram 1;1;1;2.388;2.762;1291.992;1968.7;0.5248;4.214;1.553;2.667;2756.25;281.917;861.328;-267.079;0.6111;0.4111;0.3111;0.6222;0.7222;2.449606459;2.974427587;2812.5;843.8;1205.859;1894.922;2.7341;0.2148;1205.859;1378.125;172.266;689.062;2.6645;2.827;0.1103;1;T_pelzelni;G21_1_T_pelzelni;1_T_pelzelni;T0021.wav
2;Spectrogram 1;1;1;3.313;2.894;1894.922;2587.5;2.5541;4.54;1.429;-0.473;3100.781;267.079;602.93;-400.619;0.5649;0.3235;0.0478;0.713;0.9226;4.89877172;7.452901207;3150;562.5;1291.992;1981.055;6.2984;2.2291;1636.523;1894.922;258.398;689.062;5.7237;7.2504;0.9927;2;T_pelzelni;G21_2_T_pelzelni;2_T_pelzelni;T0021.wav
3;Spectrogram 1;1;1;2.529;2.917;1291.992;2250;1.0321;4.417;1.53;2.096;2842.383;341.268;689.062;-370.943;0.1977;0.1977;0.1412;0.7571;0.887;9.19436657;10.22651479;2925;675;1205.859;1981.055;9.5144;0.7663;1291.992;1894.922;602.93;775.195;9.3983;10.1065;0.5747;1;T_pelzelni;G21_1_T_pelzelni;1_T_pelzelni;T0021.wav
4;Spectrogram 1;1;0;2.212;2.504;1291.992;2025;0.9797;4.274;1.425;-1.422;2756.25;296.754;861.328;-281.917;0.1557;0.1796;0.1018;0.7964;0.8922;13.76442688;14.74409299;2812.5;787.5;1205.859;1981.055;14.1061;0.7663;1291.992;1378.125;86.133;775.195;13.9436;14.6344;0.5979;1;T_pelzelni;G21_1_T_pelzelni;1_T_pelzelni;T0021.wav
5;Spectrogram 1;1;0;2.784;2.456;1291.992;2137.4;0.9972;4.349;1.325;-0.087;2928.516;356.105;861.328;-326.43;0.1813;0.1813;0.1754;0.7953;0.8889;20.22354874;21.22070888;2981.2;843.8;1119.727;1981.055;20.4161;0.7082;1291.992;1378.125;86.133;861.328;20.4045;21.1069;0.6095;2;T_pelzelni;G21_1_T_pelzelni;2_T_pelzelni;T0021.wav
1;Spectrogram 1;1;1;3.51;2.889;1894.922;2195.022;2.7502;4.266;1.413;0.314;2670.117;281.917;602.93;-237.404;0.389;0.2156;0.0254;0.6089;0.9006;6.999807094;9.749987251;2743.778;548.756;1119.727;1981.055;8.0689;2.4033;1291.992;1894.922;602.93;861.328;7.5929;9.4737;1.0797;2;T_pelzelni;G22_2_T_pelzelni;2_T_pelzelni;T0022.wav
2;Spectrogram 1;1;1;3.538;3.068;1291.992;2444.457;2.6732;4.531;1.467;-0.647;3014.648;415.456;602.93;-415.456;0.9935;0.3965;0.1481;0.9586;0.9935;14.63641151;17.30961461;3043.1;598.643;1291.992;2067.188;16.4455;2.2523;1464.258;1894.922;430.664;775.195;15.6967;17.2872;1.4977;2;T_pelzelni;G22_2_T_pelzelni;2_T_pelzelni;T0022.wav
3;Spectrogram 1;1;1;3.196;2.78;1722.656;1895.701;2.3093;4.159;1.355;0.411;2153.32;252.241;516.797;-237.404;0.1411;0.2368;0.0907;0.6045;0.9169;20.26101253;22.57032411;2344.683;448.982;1205.859;1981.055;21.2404;1.904;1636.523;1808.789;172.266;775.195;20.8109;22.3782;0.8475;2;T_pelzelni;G22_1_T_pelzelni;2_T_pelzelni;T0022.wav
4;Spectrogram 1;1;1;3.548;2.938;1894.922;2394.57;2.5123;4.478;1.413;-0.069;2756.25;385.781;516.797;-237.404;0.5625;0.4745;0.1366;0.8657;0.9606;28.46154183;30.97379292;2843.552;448.982;1205.859;2067.188;30.2672;2.0666;1378.125;1894.922;516.797;861.328;29.6519;30.8709;0.981;2;T_pelzelni;G22_1_T_pelzelni;2_T_pelzelni;T0022.wav
5;Spectrogram 1;1;1;3.308;2.675;1894.922;1845.815;2.5892;4.108;1.329;0.434;2325.586;192.89;689.062;-207.728;0.5865;0.2629;0.0539;0.5865;0.8831;34.89355265;37.48278079;2494.344;648.529;1205.859;1981.055;36.0316;2.142;1378.125;1894.922;516.797;775.195;35.573;37.1751;0.8359;2;T_pelzelni;G22_2_T_pelzelni;2_T_pelzelni;T0022.wav
6;Spectrogram 1;1;1;2.823;2.764;1808.789;2195.023;2.5262;4.431;1.256;0.548;2756.25;326.43;689.062;-326.43;0.4862;0.3387;0.129;0.7074;0.9516;41.29443491;43.82068182;2843.552;648.529;1550.391;2067.188;42.5215;2.0724;1722.656;1894.922;172.266;516.797;42.15;43.6941;0.9288;2;T_pelzelni;G22_2_T_pelzelni;2_T_pelzelni;T0022.wav
7;Spectrogram 1;1;1;2.724;2.648;1808.789;1995.475;2.2883;4.079;1.309;0.189;2411.719;148.377;775.195;-163.215;0.341;0.3333;0.1272;0.6132;0.888;47.78290585;50.07122369;2693.891;698.416;1378.125;1981.055;48.7793;1.7357;1722.656;1894.922;172.266;602.93;48.5471;49.8126;0.6385;2;T_pelzelni;G22_2_T_pelzelni;2_T_pelzelni;T0022.wav
8;Spectrogram 1;1;1;3.424;2.838;1981.055;2244.91;2.4773;4.408;1.273;0.14;2928.516;267.079;861.328;-267.079;0.7254;0.4085;0.0657;0.8427;0.9671;54.95836838;57.43562989;3043.1;798.19;1291.992;2067.188;56.5928;2.2291;1636.523;1894.922;258.398;775.195;55.9717;57.3533;1.0739;2;T_pelzelni;G22_2_T_pelzelni;2_T_pelzelni;T0022.wav
9;Spectrogram 1;1;1;3.423;2.742;1981.055;2394.571;2.1344;4.481;1.212;0.527;2756.25;341.268;689.062;-267.079;0.7302;0.3706;0.0436;0.8065;0.9346;60.90897682;63.04334056;3043.1;648.529;1205.859;2067.188;62.3049;1.8982;1636.523;1894.922;258.398;861.328;61.7012;62.9028;0.9288;2;T_pelzelni;G22_2_T_pelzelni;2_T_pelzelni;T0022.wav
10;Spectrogram 1;1;1;2.84;2.604;1722.656;1874.497;1.9314;4.064;1.28;0.224;2325.586;207.728;689.062;-178.053;0.1807;0.2831;0.0542;0.744;0.8554;70.36575927;72.2971835;2515.772;641.275;1550.391;1981.055;71.5116;1.5441;1722.656;1894.922;172.266;430.664;70.9137;72.0167;0.8882;2;T_pelzelni;G22_2_T_pelzelni;2_T_pelzelni;T0022.wav
1;Spectrogram 1;1;1;3.506;2.711;2250;2426.374;2.8444;3.965;1.879;0.165;2531.25;246.094;562.5;-228.516;0.9568;0.4334;0.1069;0.8537;0.9625;7.727792072;10.5721793;2901.099;474.725;1312.5;2343.75;9.488;2.432;1593.75;1781.25;187.5;1031.25;8.96;10.464;1.1947;2;T_doliatus;G23_1_T_doliatus;2_T_doliatus;T0023.mp3
2;Spectrogram 1;1;1;3.58;2.871;1968.75;1898.901;1.9692;4.066;1.362;-0.048;2718.75;246.094;937.5;-193.359;0.9431;0.6667;0.3144;0.935;0.9675;12.48988833;14.45907949;2742.857;843.956;1406.25;2250;14.08;1.2853;1500;1968.75;468.75;843.75;13.8027;14.3947;0.528;1;T_doliatus;G23_2_T_doliatus;1_T_doliatus;T0023.mp3
3;Spectrogram 1;1;1;3.469;2.803;1781.25;2690.11;1.8662;4.27;1.328;0.554;2250;210.938;750;-158.203;0.6218;0.4327;0.1777;0.8653;0.9713;24.96448645;26.83071336;3375.824;685.714;1312.5;2156.25;26.1547;1.4773;1593.75;1875;281.25;843.75;25.7707;26.7733;0.8053;1;T_doliatus;G23_2_T_doliatus;1_T_doliatus;T0023.mp3
4;Spectrogram 1;1;1;4.133;2.696;3000;2373.626;3.3719;4.199;1.043;0.056;3000;281.25;656.25;-298.828;0.8542;0.2948;0.0887;0.8922;0.9683;25.80864255;29.18050353;3006.593;632.967;1406.25;3000;28.4533;2.96;1687.5;2718.75;1031.25;1593.75;26.8053;29.072;2.0107;2;T_doliatus;G23_1_T_doliatus;2_T_doliatus;T0023.mp3
5;Spectrogram 1;1;1;3.502;2.778;1593.75;2320.879;1.9248;4.4;1.367;0.439;2812.5;228.516;656.25;-175.781;0.7528;0.4806;0.1472;0.8722;0.9722;36.17325887;38.09808639;2953.846;632.967;1312.5;2156.25;37.4987;1.584;1593.75;1875;281.25;843.75;37.0987;38.0427;0.752;1;T_doliatus;G23_2_T_doliatus;1_T_doliatus;T0023.mp3
6;Spectrogram 1;1;1;3.486;2.654;1593.75;2373.626;2.935;3.994;1.822;0.096;2718.75;210.938;656.25;-228.516;0.1056;0.1694;0.0492;0.7177;0.9472;37.30892141;40.2439421;2953.846;580.22;1312.5;2250;38.2613;2.6293;1500;1875;375;937.5;37.808;40.0853;1.6053;2;T_doliatus;G23_1_T_doliatus;2_T_doliatus;T0023.mp3
7;Spectrogram 1;1;1;3.448;2.741;1500;2215.385;1.8975;4.128;1.354;0.447;2250;210.938;562.5;-246.094;0.8305;0.3955;0.1384;0.8333;0.9746;48.11279629;50.01032129;2690.11;474.725;1312.5;2156.25;49.4027;1.5787;1500;1781.25;281.25;843.75;48.864;49.9573;0.8267;1;T_doliatus;G23_2_T_doliatus;1_T_doliatus;T0023.mp3
8;Spectrogram 1;1;1;3.473;2.541;2343.75;2109.89;3.2444;3.828;1.34;0.203;2625;246.094;656.25;-210.938;0.9654;0.3509;0.0428;0.8056;0.972;49.8965608;53.14101003;2690.11;580.22;1406.25;2343.75;51.7813;3.008;1593.75;1875;281.25;937.5;51.0347;53.0453;1.472;2;T_doliatus;G23_1_T_doliatus;2_T_doliatus;T0023.mp3
9;Spectrogram 1;1;1;4.111;2.921;2625;2426.373;1.8657;4.185;1.143;1.158;2906.25;263.672;656.25;-333.984;0.9542;0.702;0.2579;0.957;0.9943;61.4928773;63.35854936;2953.846;527.473;1406.25;2906.25;63.1147;1.3707;1593.75;2437.5;843.75;1500;62.8;63.344;0.4747;1;T_doliatus;G23_2_T_doliatus;1_T_doliatus;T0023.mp3
10;Spectrogram 1;1;1;3.997;2.515;3000;2479.12;2.935;4.218;1.658;0.032;3000;281.25;562.5;-333.984;0.1964;0.2255;0.0836;0.6873;0.9582;62.7669948;65.70201549;3006.593;527.473;1406.25;3000;63.9253;2.5653;1593.75;2437.5;843.75;1593.75;63.4293;65.5787;1.3547;2;T_doliatus;G23_1_T_doliatus;2_T_doliatus;T0023.mp3
11;Spectrogram 1;1;1;3.731;2.77;1500;2795.604;1.7337;4.516;1.322;0.814;3187.5;316.406;468.75;-386.719;0.8308;0.5385;0.1662;0.8954;0.9846;76.3409766;78.0746865;3217.582;421.978;1312.5;2906.25;77.6053;1.4187;1500;1875;375;1593.75;77.2747;78.048;0.6187;1;T_doliatus;G23_2_T_doliatus;1_T_doliatus;T0023.mp3
12;Spectrogram 1;1;1;4.171;2.561;2250;2795.604;2.794;3.763;2.805;0.034;3187.5;333.984;468.75;-386.719;0.9637;0.2811;0.0727;0.805;0.9656;77.28291347;80.07687115;3217.582;421.978;1406.25;3093.75;78.656;2.4907;1593.75;2343.75;750;1687.5;78.0693;79.9787;1.4613;1;T_doliatus;G23_2_T_doliatus;1_T_doliatus;T0023.mp3
13;Spectrogram 1;1;1;3.362;2.784;1593.75;2584.616;1.5744;4.277;1.378;-0.06;3000;228.516;843.75;-193.359;0.619;0.2891;0.0442;0.7245;0.966;80.8514877;82.4259329;3059.341;474.725;1312.5;2062.5;81.68;1.4453;1500;1781.25;281.25;750;81.3067;82.368;0.6827;2;T_doliatus;G23_1_T_doliatus;2_T_doliatus;T0023.mp3
14;Spectrogram 1;1;1;3.61;2.559;1687.5;2162.637;2.6938;4.025;1.224;-0.175;2625;298.828;843.75;-298.828;0.7163;0.4425;0.1111;0.8849;0.9841;95.50857451;98.20242296;2690.11;527.473;1406.25;2437.5;97.4133;2.3467;1593.75;1968.75;375;1031.25;96.6987;98.1547;1.1893;1;T_doliatus;G23_2_T_doliatus;1_T_doliatus;T0023.mp3
15;Spectrogram 1;1;1;3.598;2.616;1687.5;2637.362;2.6301;4.341;1.389;-0.071;2718.75;228.516;843.75;-210.938;0.4381;0.3611;0.0852;0.7201;0.9615;96.28214586;98.91228843;2953.846;316.484;1406.25;2250;97.7653;2.304;1593.75;1875;281.25;843.75;97.232;98.8107;0.944;2;T_doliatus;G23_1_T_doliatus;2_T_doliatus;T0023.mp3
16;Spectrogram 1;1;1;3.548;2.838;2156.25;2268.132;2.0386;4;1.338;0.509;2156.25;210.938;656.25;-246.094;0.9449;0.4541;0.1444;0.8346;0.958;122.8833117;124.9218997;2901.099;632.967;1312.5;2156.25;124.192;1.6533;1500;1875;375;843.75;123.808;124.832;0.7733;1;T_doliatus;G23_2_T_doliatus;1_T_doliatus;T0023.mp3
17;Spectrogram 1;1;1;3.624;2.653;2062.5;2320.879;3.0761;3.889;1.369;-0.031;2718.75;263.672;468.75;-263.672;0.9826;0.4844;0.1649;0.8368;0.9774;125.3139015;128.3899852;2742.857;421.978;1406.25;2437.5;127.3013;2.496;1593.75;1875;281.25;1031.25;126.8053;128.32;1.0827;2;T_doliatus;G23_1_T_doliatus;2_T_doliatus;T0023.mp3
18;Spectrogram 1;1;1;3.372;2.644;1687.5;2162.638;1.7292;4.209;1.329;0.6;2250;228.516;750;-210.938;0.5418;0.4272;0.161;0.839;0.9814;140.9722616;142.7014211;2848.352;685.714;1406.25;2156.25;142.1067;1.4133;1593.75;1875;281.25;750;141.712;142.6667;0.7093;1;T_doliatus;G23_2_T_doliatus;1_T_doliatus;T0023.mp3
19;Spectrogram 1;1;1;3.204;2.459;2062.5;2320.879;3.0431;3.791;1.402;0.062;3000;333.984;750;-351.562;0.9754;0.4569;0.1757;0.8225;0.9719;143.2230631;146.2662098;3006.593;685.714;1406.25;2062.5;145.2853;2.416;1593.75;1781.25;187.5;656.25;144.6133;146.176;1.1093;2;T_doliatus;G23_1_T_doliatus;2_T_doliatus;T0023.mp3
20;Spectrogram 1;1;1;3.452;2.718;2062.5;2162.637;1.984;4.001;1.355;0.38;2250;228.516;843.75;-175.781;0.9677;0.3908;0.1563;0.9569;0.9838;149.3772275;151.3612104;2953.846;791.209;1406.25;2156.25;150.672;1.6373;1593.75;1968.75;375;750;150.1547;151.328;1.12;1;T_doliatus;G23_2_T_doliatus;1_T_doliatus;T0023.mp3
1;Spectrogram 1;1;1;3.435;2.778;1593.75;2341.463;1.7507;4.069;1.379;0.59;3000;421.875;750;-404.297;0.8171;0.4268;0.1646;0.8201;0.9726;10.60773436;12.3584594;3033.259;691.796;1312.5;2156.25;11.824;1.4133;1593.75;1781.25;187.5;843.75;11.3547;12.3093;0.688;1;T_doliatus;G24_1_T_doliatus;1_T_doliatus;T0024.mp3
2;Spectrogram 1;1;1;3.346;2.814;1781.25;2288.248;2.7282;4.257;1.329;-0.275;3000;404.297;750;-404.297;0.0039;0.4168;0.0039;0.8043;0.9569;12.34387002;15.07208321;3033.259;745.011;1031.25;2062.5;14.1227;2.5973;1500;1781.25;281.25;1031.25;13.4827;14.9547;1.056;2;T_doliatus;G24_1_T_doliatus;2_T_doliatus;T0024.mp3
3;Spectrogram 1;1;0;3.594;2.972;2062.5;2022.173;1.9112;4.164;1.374;0.345;2625;210.938;750;-316.406;0.9468;0.3866;0.1429;0.8796;0.9636;22.8452806;24.75648876;2713.969;691.796;1312.5;2156.25;24.1333;1.5627;1500;1875;375;843.75;23.584;24.6827;0.9387;1;T_doliatus;G24_1_T_doliatus;1_T_doliatus;T0024.mp3
4;Spectrogram 1;1;0;3.482;2.798;2156.25;2022.173;2.0279;4.162;1.367;-0.093;2718.75;333.984;750;-333.984;0.942;0.3562;0.1266;0.7863;0.9604;34.04502541;36.07294858;2767.184;745.011;1312.5;2156.25;35.312;1.6853;1593.75;1875;281.25;843.75;34.768;35.9893;0.8693;2;T_doliatus;G24_1_T_doliatus;2_T_doliatus;T0024.mp3
1;Spectrogram 1;1;0;3.706;2.832;2156.25;2109.89;2.5409;4.18;1.379;0.481;2906.25;263.672;937.5;-333.984;0.9221;0.4758;0.1432;0.9221;0.9642;6.934670122;9.475617953;3006.593;896.703;1218.75;2250;8.6507;2.08;1406.25;2062.5;656.25;1031.25;8.144;9.3813;1.1307;2;T_doliatus;G25_1_T_doliatus;2_T_doliatus;T0025.mp3
2;Spectrogram 1;1;0;3.621;2.77;2062.5;1793.406;2.488;4.101;1.396;0.491;2343.75;193.359;750;-210.938;0.9075;0.4129;0.1441;0.9032;0.9505;17.78774042;20.27575184;2531.868;738.462;1312.5;2156.25;19.344;2;1406.25;1968.75;562.5;843.75;18.816;20.1493;1.216;2;T_doliatus;G25_1_T_doliatus;2_T_doliatus;T0025.mp3
3;Spectrogram 1;1;0;3.646;2.822;1500;1740.66;2.5233;4.041;1.308;0.223;2625;228.516;937.5;-228.516;0.5403;0.3962;0.2097;0.875;0.9576;29.3146847;31.83798706;2637.363;896.703;1218.75;2343.75;30.688;1.8827;1406.25;1875;468.75;1125;30.3147;31.728;1.2053;2;T_doliatus;G25_1_T_doliatus;2_T_doliatus;T0025.mp3
4;Spectrogram 1;1;0;3.806;2.863;2156.25;2004.396;2.5233;4.091;1.424;0.446;2625;316.406;750;-263.672;0.9175;0.4567;0.2093;0.9239;0.9619;40.6448872;43.16818956;2690.11;685.714;1312.5;2343.75;42.48;1.8987;1500;2156.25;656.25;1031.25;41.7973;43.072;1.1787;2;T_doliatus;G25_1_T_doliatus;2_T_doliatus;T0025.mp3
